Minutes Spent,age,device,gender,education,projectID,startedAt,yearOfBirth,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,Run,Program Version,Time Started (UTC),Position,Are you a U.S. citizen and have you already decided to vote for either Joe Biden or Donald Trump for president? (thggqwv),in_GCF_description,in_GCF_risks,Do you consent to participate and agree to these terms? (oo4eyne),agreementScale,America is the best country on earth. (mjzf8w3),I lean conservative on *social* issues (sgmm4bs),Wealthy people are usually wealthy because they worked hard and contributed to society. (h98xuob),There is too much wealth *inequality* in America. (xi8mo6h),Vaccines usually cause more harm than good. (q281jh3),Our country needs free thinkers who have the courage to defy traditional ways. (oin2m4l),"We would be better off if we kicked all the non-citizen immigrants out of our our country, including kicking out those that came here legally. (uox3hud)",There is too much political correctness in this country. (60if1be),My opinion of Donald Trump has gotten worse over the past 4 years. (d1ac29q),"It-s very important that we protect U.S. jobs, and not allow them to disappear to foreign countries. (ailba3w)",We should have a lot of restrictions on the purchase of guns. (jph5o03),There are sometimes good reasons to spank or slap a child. (cp2dqnc),I think that the government should forgive all student debt. (b1r6ndx),Masculinity is mainly a bad thing. (k41q290),Humanity has a significant chance of going extinct in the next 100 years. (iqhz0mc),The fact that animals are commonly kept in tiny cages for most of their lives on factory farms is immoral. (ym9u90o),Corporations should not be trusted. (v40g3rw)
40.65,67,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/1/20 10:26,1953,2,United States,"$25,000 to $39,999",1.0,2,32500,5712304,131,10/1/20 14:49,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,2,-1,3,-1.0,0.0,3.0,-3.0,3.0,-1.0,1.0,-2.0,-1.0,1.0,0.0,0.0
19.18,28,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:26,1992,5,United States,"$115,000 to $149,999",0.0,6,132500,5712398,131,10/1/20 15:11,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-2,2,-2,2.0,-3.0,2.0,3.0,-1.0,2.0,-1.0,2.0,-1.0,1.0,3.0,3.0
32.52,40,desktop,female,completedMastersDegree,500ce6da,10/1/20 10:26,1980,6,United States,"$115,000 to $149,999",1.0,6,132500,5712375,131,10/1/20 15:04,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-1,3,-3,2.0,-3.0,-2.0,3.0,1.0,3.0,-2.0,2.0,-2.0,-2.0,1.0,1.0
26.42,35,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:26,1985,5,United States,"$60,000 to $84,999",0.0,4,72500,5712397,131,10/1/20 15:11,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,3,-3,2,3.0,-2.0,3.0,-3.0,3.0,-3.0,-3.0,2.0,-3.0,0.0,1.0,1.0
17.67,53,desktop,female,completedBachelorsDegree,500ce6da,10/1/20 10:26,1967,5,United States,"$10,000 to $24,999",1.0,1,17500,5712420,131,10/1/20 15:22,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,-3.0,3.0,1.0,3.0,-1.0,3.0,2.0,1.0,3.0,3.0
68.77,30,desktop,female,completedAssociateDegreeOnly,500ce6da,10/1/20 10:26,1990,4,United States,"$40,000 to $59,999",1.0,3,50000,5712302,131,10/1/20 14:48,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,0,0,-3,2.0,-3.0,-1.0,2.0,-1.0,1.0,-2.0,2.0,-2.0,-1.0,2.0,0.0
44.45,29,desktop,female,completedBachelorsDegree,500ce6da,10/1/20 10:26,1991,5,United States,"$60,000 to $84,999",1.0,4,72500,5712417,131,10/1/20 15:19,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",2,,2,3,-2,2.0,-2.0,-2.0,3.0,2.0,1.0,1.0,1.0,-3.0,2.0,2.0,-2.0
18.9,48,desktop,female,completedMastersDegree,500ce6da,10/1/20 10:26,1972,6,United States,"$60,000 to $84,999",1.0,4,72500,5712480,131,10/1/20 15:51,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,-2,3,-3,3.0,-3.0,-2.0,3.0,2.0,3.0,-3.0,-3.0,1.0,-2.0,3.0,3.0
41.83,27,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:26,1993,5,United States,"$85,000 to $114,999",0.0,5,100000,5712433,131,10/1/20 15:29,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",3,,0,0,0,3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,3.0,0.0
42.27,40,desktop,female,completedTradeTechicalVocationalTraing,500ce6da,10/1/20 10:26,1980,3,United States,"$40,000 to $59,999",1.0,3,50000,5712441,131,10/1/20 15:32,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-1,,2,3,-3,2.0,-3.0,-1.0,3.0,1.0,3.0,-3.0,3.0,3.0,-2.0,3.0,3.0
31.47,29,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:26,1991,5,United States,"$85,000 to $114,999",0.0,5,100000,5712462,131,10/1/20 15:44,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-2,,0,3,-3,3.0,-3.0,-1.0,3.0,-1.0,3.0,-3.0,3.0,-1.0,-1.0,1.0,2.0
9.45,25,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:27,1995,5,United States,"$10,000 to $24,999",0.0,1,17500,5712201,131,10/1/20 14:27,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,2,-2,0,1.0,2.0,2.0,1.0,-2.0,2.0,-2.0,-1.0,0.0,1.0,1.0,-1.0
7.5,45,desktop,male,completedBachelorsDegree,500ce6da,10/1/20 10:27,1975,5,United States,"$40,000 to $59,999",0.0,3,50000,5712225,131,10/1/20 14:30,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",0,,1,0,2,-1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,-1.0
25.58,39,desktop,male,completedMastersDegree,500ce6da,10/1/20 10:27,1981,6,United States,"$25,000 to $39,999",0.0,2,32500,5712205,131,10/1/20 14:28,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,3.0,-3.0,-2.0,3.0,1.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0
28.8,49,desktop,female,completedOnlyHighSchoolOrTheEquivalent,500ce6da,10/1/20 10:27,1971,2,United States,"$25,000 to $39,999",1.0,2,32500,5712198,131,10/1/20 14:27,sdpbewc,"Yes, I am allowed to vote and I already decided to vote for Joe Biden or Donald Trump","This is a long, scientific study that will ask you many questions about your beliefs, values and personality. At the end of the study (as a thank you for participating) we will show you a personalized report giving you information about yourself based on the questions you answered. It will show you charts of your values, morality and personality!",Participating in this research has no anticipated risks.,I consent to participate and agree to the terms above,"[[""Totally agree"",3],[""Agree"",2],[""Somewhat agree"",1],[""Neither agree nor disagree"",0],[""Somewhat disagree"",-1],[""Disagree"",-2],[""Totally disagree"",-3]]",-3,,-3,3,-3,1.0,-3.0,0.0,0.0,0.0,-1.0,-3.0,3.0,0.0,3.0,3.0,3.0
