Run,Program Version,Time Started (UTC),Minutes Spent,Points,desirability_options,identification_options,openness_score,conscientiousness_score,honesty_score,Position,passed_quiz,"So, which of the following things will you do in this first section of the survey? (3kfdaed)",I am highly intelligent. (desirability_63),"So, which of the following things will you do in this second section of the survey? (7deplab)",I usually think everything should be in its proper place. (5i0wve0),I would lie during an interview. (24sl5h9),I am usually punctual. (fk7t4rr),I am always open to trying new things. (82p7by1),I think that omitting important facts in a way that misleads people is not as bad as lying. (gd0syni),I am sometimes just a little late for things. (88faqmy),I would not pay a contractor to whom I owed money if I found a legal way to avoid paying them. (joxeo83),I am highly intelligent. (fz9zeg),I would take a loan that I had no intention of ever paying back. (z9wk2b9),I enjoy learning new concepts. (bw627yv),I don-t mind cleaning up. (9f6fevw),I would not fake numbers in a document. (fgx8age),I am a person who likes to think. (pipm1ta),I might pretend I am sick just so I can skip a day of work. (i2bbe7p),I would not plagiarize the work of another person (pretending I wrote it). (s7w7qvk),I am typically quite organized. (61zt23q),I come up with creative new ideas. (8w2y25l),"I think it-s fine to tell white lies, if they are told to make people feel better. (et6gy53)",I don-t trust intelligent people. (nfwpqlp),I think that the best people are ones who have found a balance between emotion and intellect. (a0801tz),I could definitely benefit by becoming more organized than I currently am. (dokbiny),I don-t like things to be too organized. (8b4ckde),I would exaggerate the number of hours I worked on a project in order to look better. (re8wg9m),I think that opinion is way more important than fact. (ot3i4fn),I don-t beat myself up if I show up 5 minutes late. (6adwfcn)
3781043,19,1/23/19 21:14,10.07,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-12,0,21,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,-2,-1,-3,-3,0,-3,-1,1,3,-1,2,3,1,-3,1,-3,3,1,-3,-2,-3,-1
3781031,19,1/23/19 21:14,10.73,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",40,43,19,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,1,3,3,0,-2,-3,3,-3,3,3,3,3,-3,3,3,3,0,-3,3,3,-2,-3,0,-2
3781111,19,1/23/19 21:19,5.88,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",4,4,-3,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,0,0,0,0,0,-1,1,0,2,0,0,1,1,2,0,2,0,-1,0,1,0,-1,0,0
3781076,19,1/23/19 21:16,8.82,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",31,-32,3,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-2,1,0,2,1,1,-2,1,-2,2,-2,2,2,2,1,-3,1,2,-2,0,3,2,0,-1,2
3781046,19,1/23/19 21:14,10.45,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",5,9,18,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-1,1,-1,1,2,-2,1,-2,2,-1,2,1,1,2,-2,1,2,-2,2,3,1,1,-2,-1
3780996,19,1/23/19 21:13,12.08,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",38,8,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-2,1,3,2,-2,-2,1,2,-3,2,-1,3,2,1,3,-2,3,2,-3,3,3,-2,1,-2,-3
3781058,19,1/23/19 21:15,9.9,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",34,63,39,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,0,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,3,3,-3,-3,-3,3,-3,3,3,3,3,-3,3,3,3,-3,-3,3,0,-3,-3,0,-3
3781027,19,1/23/19 21:13,11.43,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",33,60,38,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,2,0,-3,0,-3,1,-3,3,3,3,2,-3,3,2,1,-1,-3,3,0,-1,-3,-3,-1
3781002,19,1/23/19 21:13,11.53,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",47,43,22,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how good or bad the statements make me feel. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,2,-1,-2,-3,2,-3,3,2,3,3,0,3,3,3,-2,-3,3,0,-2,-2,-3,0
3780990,19,1/23/19 21:13,12.32,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",39,63,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,3,-3,-3,-3,3,-3,3,2,3,3,-3,3,-3,3,-3,-3,1,3,-3,-3,0,-1
3781041,19,1/23/19 21:14,10.92,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",23,61,35,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,3,1,-2,-2,-3,3,-3,3,3,3,2,-3,3,3,3,-2,-3,3,-2,-3,-3,-2,-2
3780987,19,1/23/19 21:13,12.57,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",18,41,27,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,3,2,-2,1,-3,2,-2,2,1,2,3,1,2,2,1,1,-2,2,2,-2,-2,-1,-1
3781051,19,1/23/19 21:14,10.87,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-3,37,29,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,2,-1,-2,-2,0,-2,2,2,2,1,-2,2,2,1,1,-2,1,2,-2,-2,-2,-2
3781023,19,1/23/19 21:13,12.12,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",49,36,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,3,2,-2,-1,-3,2,-2,2,1,3,3,1,3,2,1,0,-3,3,1,-3,-2,-3,-1
3780999,19,1/23/19 21:13,12.95,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-5,37,27,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,-1,-3,-3,-3,2,-3,2,1,3,1,-2,3,3,1,1,-2,2,1,-3,-3,-2,-3
3781092,19,1/23/19 21:17,8.97,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",47,24,-7,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,2,2,3,0,2,2,3,-2,3,-1,3,3,3,2,1,3,2,-3,0,1,-1,-2,-3,2
3781005,19,1/23/19 21:13,12.97,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",8,-2,0,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,1,0,-1,1,-1,2,-1,1,1,1,1,1,0,1,2,-1,-2,1,3,0,2,1,2
3781075,19,1/23/19 21:16,10.52,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",54,42,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,3,-3,2,-2,3,-3,2,2,3,2,-2,2,2,2,-2,-2,2,2,-1,-2,-2,-1
3781071,19,1/23/19 21:15,10.83,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-26,27,32,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,2,-2,2,3,-2,2,-3,1,1,3,1,1,3,2,-2,1,-3,3,2,-3,-3,-3,2
3781021,19,1/23/19 21:13,12.97,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",25,38,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,3,1,-1,-2,-3,2,-3,3,3,3,3,-1,3,2,2,-2,-3,0,1,-3,-3,-3,1
3780967,19,1/23/19 21:12,14.0,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-5,32,22,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,2,-2,-1,1,-2,2,-2,1,-2,2,-1,2,2,2,2,1,-2,2,-2,2,-2,-2,2
3781098,19,1/23/19 21:17,9.27,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",17,43,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,2,-1,-2,-2,2,-2,2,2,2,2,-2,2,2,2,0,-2,2,1,-2,-2,-2,-1
3781057,19,1/23/19 21:15,11.53,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",23,35,20,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,3,2,-2,-1,-3,1,-3,3,-1,2,3,3,2 | 3,2,2,1,-3,2,-1,-2,-3,-3,-1
3781082,19,1/23/19 21:16,10.43,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",21,32,27,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,3,2,-2,-2,-3,2,-2,3,2,3,3,2,3,1,1,3,-3,-1,2,1,-2,-3,1
3781007,19,1/23/19 21:13,13.48,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-11,-2,-3,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,0,2,1,1,1,2,2,1,1,0,2,1,0,1,1,0,2,2,1,2,1,1,2
3780979,19,1/23/19 21:12,14.13,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",3,34,11,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,2,1,0,0,-2,2,-3,2,1,-1,3,2,2,2,0,1,0,1,0,0,-1,0,-2
