Minutes Spent,Points,Run,Program Version,Time Started (UTC),Position,User,Do you consent to participate and agree to these terms? (oo4eyne),in_progressIncrement,What are your current meditative and spiritual practices? Please tick all that apply. (ua0spdk),spiritualPracticeChecklistAnswers,Please share your current meditative and spiritual practices. (yj7qwt4),freetextifSomethingElseisaPractice,"Over your whole lifetime, approximately how many meditation or spiritual retreats have you attended? (dxbqro5)","Over your whole lifetime, approximately how many total hours of formal meditation practice, prayer, or mindful contemplation from any spiritual tradition have you done? (2eykr8v)",hoursofMindFocusedPracticeLifetime,"Over your whole lifetime, approximately how many total hours of other formal breath or movement-based practice have you done (for example, yoga, tai chi, qi gong, martial arts, but NOT including activities such as team sports or athletics). (fsr58uk)",hoursofBodyFoucsedPracticeLifetime,out_progress,"Have you ever taken psychedelic drugs and then experienced lasting, significant or sudden change to your emotions, paradigms, habits, sense of identity, or perception of life? (cgjc4xu)",drugImpacts,"Have you ever explicitly attempted any formal magical, divine or occult practices, such as healing prayer, banishing, spirit contact, mind reading, clairvoyance, divination, astral travel, spell casting, or telekinesis? (a250clw)",magicalPracticesFreq,"Have you ever had any supernatural experiences, such that you believe the ordinary laws of physics could not explain, so they appear to be -miraculous, or -magical-, or -psychic-? (nd7atoc)",supernaturalExperiences,"Please share any supernatural experiences you-ve had, such that you believe the ordinary laws of physics could not explain, so they appear to be -miraculous, or -magical-, or -psychic-. (e0kzqd7)",freetextifSomethingElseisanExperience,"Have you ever had sudden unusual mental events that involved strange changes in perception, or ecstatic pleasurable feelings (while not on any mind-altering substance), that later faded? (eczytws)",unusualNondrugMentalEvents,"Please share any other sudden unusual mental events that involved strange changes in perception, or ecstatic pleasurable feelings (while not on any mind-altering substance), that later faded. (iyy6byr)",freetextNondrugMentalEventswereSomethingElse,Please write the number of retreats you-ve attended. (ulbtcpw),noRetreats,Please estimate the total number of days you-ve had on retreats so far in your life. (261my3q),noDaysofRetreat,"Over your whole lifetime, approximately how many meditation or spiritual retreats have you attended? (fz15ziw)",Please estimate the total number of days you-ve spent on retreats so far in your life. (ogyyvcs),"Have you ever had any supernatural experiences, such that you believe the ordinary laws of physics could not explain them, so they appear to be -miraculous, or -magical-, or -psychic-? (ovc05rd)","Please share any supernatural experiences you-ve had, such that you believe the ordinary laws of physics could not explain them, so they appear to be -miraculous, or -magical-, or -psychic-. (x3yjzfj)","Sometimes these unusual mental events are seen in positive and-or transformative terms, even if they weren-t all pleasant. Which of these terms (or their very near equivalents) you have ever thought might reasonably apply to what was going on with you? (rf9besl)"
24.55,0,5960739,54,12/22/20 0:23,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Non-physical medication (e.g. visualisation, sacred symbol, sacred text, analytical meditation)"",""Something else""]","For the most part, I am atheistic; however, in my background is the relatively obscure branch of Western mysticism called ""chaos magick,"" wherein they advise to create glyphs or ""sigils"" indicating desires and then meditating on them, ingraining the image into your mind and then burning them.","For the most part, I am atheistic; however, in my background is the relatively obscure branch of Western mysticism called ""chaos magick,"" wherein they advise to create glyphs or ""sigils"" indicating desires and then meditating on them, ingraining the image into your mind and then burning them.",,0,0,0.0,0.0,0.84,,1,Yes – I did this a lot in the past,2,,"[""Yes, I have had inexplicable knowledge of what somebody else was thinking about"",""Yes, something else""]",,"I have not in recent years closely held to these beliefs.  With that said, there have certainly been times where it felt that the universe modified itself to suit my needs after I fervently threw out my desire.  I recall once I was unemployed donating blood and wished that the blood bank I was at would open up a data entry job; I found the job I imagined shortly thereafter.  I have often find these turns of luck do coincide with ""rituals"" I'have performed.  Also, in general, there are times where I have energetic sensations that I cannot describe as ordinary -- time dilation, the sense that I am receiving communications from the universe, unexpected series of coincidenses.","Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body,Yes, I suddenly had some of my sensory input turn into discrete rapidly strobing frames,Yes, I had the sense that everything was unreal, like a dream or a cartoon,Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation","[""Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body"",""Yes, I suddenly had some of my sensory input turn into discrete rapidly strobing frames"",""Yes, I had the sense that everything was unreal, like a dream or a cartoon"",""Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation""]",,,,,,,I haven't attended any.,,"Yes, I have had inexplicable knowledge of what somebody else was thinking about,Yes, something else","I have not in recent years closely held to these beliefs.  With that said, there have certainly been times where it felt that the universe modified itself to suit my needs after I fervently threw out my desire.  I recall once I was unemployed donating blood and wished that the blood bank I was at would open up a data entry job; I found the job I imagined shortly thereafter.  I have often find these turns of luck do coincide with ""rituals"" I'have performed.  Also, in general, there are times where I have energetic sensations that I cannot describe as ordinary -- time dilation, the sense that I am receiving communications from the universe, unexpected series of coincidenses.","Knowledge and Conversation of one’s Holy Guardian Angel,Psychic powers"
11.33,0,5960811,54,12/22/20 0:39,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Something else""]",I believe in a superior entity that's not widely known. I only meditate when I'm depressed.,I believe in a superior entity that's not widely known. I only meditate when I'm depressed.,,5,5,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,5.0,5.0,,0.0,I've attended at least one.,0.0,"No, I have never had such experiences",,Other
6.9,0,5960837,54,12/22/20 0:46,vuui9i,,I consent to participate and agree to the terms above,0.14,,[],,,,0,0,1.0,1.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,
5.57,0,5960847,54,12/22/20 0:49,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts""]",,,,5,5,50.0,50.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
13.13,0,5960821,54,12/22/20 0:41,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,200,200,0.0,0.0,0.98,,,No – I have never practiced or attempted such practices,0,,"[""Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts""]",,,"Yes, I had the sense that everything was unreal, like a dream or a cartoon","[""Yes, I had the sense that everything was unreal, like a dream or a cartoon""]",,,,,,,I haven't attended any.,,"Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts",,"I read the question, but I never thought any of these applied to me"
32.87,0,5960741,54,12/22/20 0:23,vuui9i,,I decline | I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts""]",,,,200,200,400.0,400.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"Extremely rapid perception of “mind moments”,Ego Dissolution"
10.45,0,5960839,54,12/22/20 0:46,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,0,0,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
7.17,0,5960852,54,12/22/20 0:50,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,2000,2000,15.0,15.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god,Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation","[""Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god"",""Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
11.27,0,5960845,54,12/22/20 0:48,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Western mindfulness (e.g. mindfulness meditation, paying attention to the present moment)""]",,,,0,0,10.0,10.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body","[""Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
3.62,0,5960878,54,12/22/20 0:59,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Non-physical medication (e.g. visualisation, sacred symbol, sacred text, analytical meditation)""]",,,,100,100,250.0,250.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,1.0,1.0,,3.0,I've attended at least one.,3.0,"No, I have never had such experiences",,Nirvana/Nibbana
6.17,0,5960891,54,12/22/20 1:04,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,40000,40000,12.0,12.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,3.0,3.0,,6.0,I've attended at least one.,6.0,"No, I have never had such experiences",,Awakening
5.88,0,5960936,54,12/22/20 1:16,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Something else""]",being outside in nature. loving my family with intention. being a good listener,being outside in nature. loving my family with intention. being a good listener,,0,0,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,Spiritual Ecstasy
9.35,0,5960928,54,12/22/20 1:14,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice"",""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts"",""Western mindfulness (e.g. mindfulness meditation, paying attention to the present moment)""]",,,,30000,30000,1000.0,1000.0,0.84,,0,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,Knowledge and Conversation of one’s Holy Guardian Angel
10.15,0,5960938,54,12/22/20 1:16,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Western mindfulness (e.g. mindfulness meditation, paying attention to the present moment)""]",,,,0,0,0.0,0.0,0.84,,0,Yes – I did this a little in the past,1,,"[""Yes, I have experience of leaving my body behind to travel to some other place""]",,,"Yes, I had the sense that everything was unreal, like a dream or a cartoon,Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god","[""Yes, I had the sense that everything was unreal, like a dream or a cartoon"",""Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god""]",,,,,,,I haven't attended any.,,"Yes, I have experience of leaving my body behind to travel to some other place",,Ego Dissolution
35.85,0,5960857,54,12/22/20 0:52,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,2000,2000,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""Yes, I have experience of leaving my body behind to travel to some other place"",""Yes, I have had inexplicable knowledge of something that had not yet happened""]",,,"Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god","[""Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god""]",,,,,,,I haven't attended any.,,"Yes, I have experience of leaving my body behind to travel to some other place,Yes, I have had inexplicable knowledge of something that had not yet happened",,"Breakthrough Experience,Awakening,Physical Rapture"
6.28,0,5960969,54,12/22/20 1:25,vuui9i,,I consent to participate and agree to the terms above,0.14,,[],,,,0,0,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,
13.05,0,5961027,54,12/22/20 1:41,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,450,450,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,1.0,1.0,,7.0,I've attended at least one.,7.0,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
13.15,0,5961028,54,12/22/20 1:41,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Christian prayer or spiritual practice""]",,,,0,0,0.0,0.0,0.84,,unsure,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
9.03,0,5959398,54,12/22/20 2:02,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,80,80,10.0,10.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,2.0,2.0,,4.0,I've attended at least one.,4.0,"No, I have never had such experiences",,
6.9,0,5961146,54,12/22/20 2:17,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Yoga, tai chi, or other formal breath and movement work including martial arts"",""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)""]",,,,200,200,150.0,150.0,0.84,,0,Yes – I did this a little in the past,1,,"[""Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts"",""Yes, I have had visions of other places or objects not physically present""]",,,"Yes, I had my point of view suddenly shift out of my body to a different perspective,Yes, I saw bright lights that were not physically present","[""Yes, I had my point of view suddenly shift out of my body to a different perspective"",""Yes, I saw bright lights that were not physically present""]",,,,,,,I haven't attended any.,,"Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts,Yes, I have had visions of other places or objects not physically present",,"Nirvana/Nibbana,Buddha Nature"
9.23,0,5961155,54,12/22/20 2:18,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts""]",,,,200,200,250.0,250.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,4.0,4.0,,4.0,I've attended at least one.,4.0,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
20.77,0,5961238,54,12/22/20 2:44,vuui9i,,I consent to participate and agree to the terms above | I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts""]",,,,1000 | 500,500,200.0,200.0,1.12,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences | Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god","[""Yes, I unexpectedly experienced a strong sense of oneness with the world, or with god""]",,,,,,,I haven't attended any. | I haven't attended any.,,"No, I have never had such experiences | No, I have never had such experiences",,Breakthrough Experience | Breakthrough Experience
14.07,0,5961295,54,12/22/20 3:07,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,0,0,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,Awakening
10.6,0,5961330,54,12/22/20 3:22,vuui9i,,I consent to participate and agree to the terms above,0.14,,[],,,,1,1,24.0,24.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""Yes, I have had inexplicable knowledge of something that had not yet happened""]",,,"Yes, I had the sense that everything was unreal, like a dream or a cartoon","[""Yes, I had the sense that everything was unreal, like a dream or a cartoon""]",,,,,,,I haven't attended any.,,"Yes, I have had inexplicable knowledge of something that had not yet happened",,"I read the question, but I never thought any of these applied to me"
13.85,0,5961327,54,12/22/20 3:20,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Christian prayer or spiritual practice""]",,,,400,400,0.0,0.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,2.0,2.0,,10.0,I've attended at least one.,10.0,"Yes, I have had visions of other beings, such as angels, demons, djinni, spirits or ghosts",,"I read the question, but I never thought any of these applied to me"
14.52,0,5961337,54,12/22/20 3:23,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Western mindfulness (e.g. mindfulness meditation, paying attention to the present moment)"",""Christian prayer or spiritual practice""]",,,,15000,15000,1500.0,1500.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,2.0,2.0,,5.0,I've attended at least one.,5.0,"No, I have never had such experiences",,"I read the question, but I never thought any of these applied to me"
6.43,0,5961455,54,12/22/20 3:46,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)""]",,,,60,60,60.0,60.0,0.84,,,No – I have never practiced or attempted such practices,0,,"[""No, I have never had such experiences""]",,,"No, I have never had such experiences","[""No, I have never had such experiences""]",,,,,,,I haven't attended any.,,"No, I have never had such experiences",,Other
10.53,0,5959400,54,12/22/20 4:02,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Yoga, tai chi, or other formal breath and movement work including martial arts""]",,,,1,1,10.0,10.0,0.84,,,Yes – I did this a little in the past,1,,"[""Yes, I have had visions of other places or objects not physically present""]",,,"Yes, I suddenly had some of my sensory input turn into discrete rapidly strobing frames","[""Yes, I suddenly had some of my sensory input turn into discrete rapidly strobing frames""]",,,1.0,1.0,,0.0,I've attended at least one.,0.0,"Yes, I have had visions of other places or objects not physically present",,"Breakthrough Experience,Awakening,Physical Rapture"
13.35,0,5961575,54,12/22/20 4:27,vuui9i,,I consent to participate and agree to the terms above,0.14,,"[""Physical meditation (e.g. breath, body awareness, loving kindness, jhana)"",""Western mindfulness (e.g. mindfulness meditation, paying attention to the present moment)""]",,,,500,500,500.0,500.0,0.84,,"[-1,1]",No – I have never practiced or attempted such practices,0,,"[""Yes, I have had visions of other places or objects not physically present""]",,,"Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body,Yes, I saw bright lights that were not physically present,Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation","[""Yes, I suddenly unexpectedly felt strong ecstatic thrills running through my body"",""Yes, I saw bright lights that were not physically present"",""Yes, I unexpectedly experienced a strong sense of vivid brightness and clarity in sensation""]",,,,,,,I haven't attended any.,,"Yes, I have had visions of other places or objects not physically present",,Breakthrough Experience
